"WorkID","Title","Year","YearInt","Printer","PlacePub","Genre","SubGenre","Citation","Composed","Notes"
5873,"To Mira, On Care of her Infant [from The rural lyre: a volume of poems ... by Ann Yearsley]<BR>","1796",1796,"Printed for G. G. and J. Robinson [etc.]","London","Poetry","","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","",""
5874,"The Days of Yore: a drama in three acts. Performed at the Theatre-Royal, Covent-Garden. By Richard Cumberland","1796",1796,"Printed for C. Dilly [etc.]","","Drama","","","First performed 13 Jan 1796",""
5875,"Epigram LV. John Bull, 'tis said, and 'tis most truly said [from Poetical Works]","1796",1796,"","","Poetry","Epigram","","",""
5876,"The Fairy Benison; An Interlude [from Poetical Works]","1796",1796,"","","Poetry","Interlude","","",""
5877,"The Iron Chest: A Play; in Three Acts. Written by George Colman, the Younger. With a Preface. First represented at the Theatre-Royal, in Drury-Lane, On Saturday, 12th March, 1796","1796",1796,"Printed by W. Woodfall. For Messrs. Cadell and Davies [etc.]","London","Drama","Melodrama","","first performed: 12 Mar 1796",""
5878,"The Corsicans: A Drama, in Four Acts. Translated from the German of Augustus Kotzebue. Second Edition","1796",1796,"Printed for J. Bell [etc.]","London","Drama","Translation","","2nd Edition in 1799",""
5879,"Fortune's Fool; A Comedy, in Five Acts. As Performed at the Theatre-Royal, Covent-Garden. By Frederick Reynolds","1796",1796,"Printed for T. N. Longman [etc.]","London","Drama","Comedy","","first performed: 29 Oct 1796.",""
5880,"Davideis. The life of David, King of Israel. A sacred poem. In five books. By Thomas Ellwood. The fifth edition","1796",1796,"Printed by James Phillips","","Poetry","Sacred Poem","","5th edition. ODNB: ""He began a 300-page, five-book biblical epic, Davideis: the Life of David, in 1688 (before he read Cowley's Davideis), but did not complete and publish it until 1712; written â€˜for common Readersâ€™ in â€˜a Stile familiarâ€™ and espou",""
5881,"The Shipwreck [from The Poetical works of Wm. Falconer. With the life of the author. Cooke's Edition. Embellished with superb engravings]","1796",1796,"Printed for C. Cooke [etc.]","London","Poetry","","","",""
5882,"Glass [from Poetical Works]","1796",1796,"","","Poetry","","","",""
5883,"Books [from Poetical Works]","1796",1796,"","","Poetry","","","",""
5884,"To Mira, On Care of her Infant [from The rural lyre: a volume of poems ... by Ann Yearsley]<BR>","1796",1796,"Printed for G. G. and J. Robinson [etc.]","London","Poetry","","","",""
5885,"Familiar Poem to Milo, An Aged Friend, Who Wished the Author Riches. [from The rural lyre: a volume of poems ... by Ann Yearsley]<BR>","1796",1796,"Printed for G. G. and J. Robinson [etc.]","London","Poetry","","","",""
5886,"The Last Day: A Poem [from Poems, On Several Occasions, By Michael Bruce. A New Edition]","1796",1796,"Printed By John Paterson And Sold By All The Booksellers","Edinburgh","Poetry","","","New edition",""
5887,"The Leading-String [from Poetical Works]","1796",1796,"","","Poetry","","","",""
5888,"The Way to Get Married; a comedy, in five acts, as performed at the Theatre-Royal, Covent-Garden. By Thomas Morton","1796",1796,"Printed for T. N. Longman [etc.]","London","Drama","Comedy","","",""
5889,"The Pains of Memory, A Poem.","1796",1796,"Printed for G. G. and J. Robinson ","London","Poetry","","Merry, Robert. <i>The pains of memory. A poem, by Robert Merry. A.M.</i> London, 1796. Based on information from <i>English Short Title Catalogue</i>. <i>Eighteenth Century Collections Online</i>. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
5890,"The Pains of Memory, A Poem.","1796",1796,"Printed for G. G. and J. Robinson ","London","Poetry","","","",""
5891,"Lock and Key: a musical entertainment, in two acts, As performed at the Theatre Royal, Covent Garden. By Prince Hoare<BR>","1796",1796,"Printed for T. N. Longman [etc.]<BR>","London","Drama","Musical Entertainment","","first performed: 2 Feb 1796",""
5892,"To the Same, Desiring him to Write Only About Himself, on a Journey. [from Poetical Works]","1796",1796,"","","Poetry","","","",""
5893,"Berkeley Hall: or, the pupil of experience. A novel. In three volumes","1796",1796,"Printed for J. Tindal","London","Prose Fiction","Anti-Jacobin Novel","<u>Berkeley Hall: or, the pupil of experience. A novel. In three volumes.</u> Vol. 3. London, 1796. 3 vols. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
5894,"Epigram CCIX. In patient mood, while King Alphonsus heard ","1796",1796,"","","Poetry","","","",""
5895,"Hymn. ""Ye Are the Salt of the Earth""","1797",1797,"<i>The Monthly Magazine</i>, 4 July 1797","London","Poetry","Hymn; Devotional","McCarthy, William and Kraft, Elizabeth, eds. <u>Anna Letitia Barbauld: Selected Poetry and Prose</u>. Ontario: Broadview Press, 2002.","",""
5896,"Sappho, A Lyrical Drama in Three Acts [from Works]","1797",1797,"","","Poetry","Lyrical Drama","","",""
5897,"False Impressions: a comedy in five acts. Performed at the Theatre Royal, Covent Garden. By Richard Cumberland","1797",1797,"Printed for C. Dilly [etc.]","London","Drama","Comedy","","first performed: 23 Nov 1797.",""
5898,"The Wicklow Mountains; or the Lad of The Hills, a comic opera, in two acts. Written by O'Keefe<BR>","1797",1797,"Printed by John Whitworth [etc.]<BR>","Dublin","Drama","Comic Opera","","first performed: 13 Apr 1796.",""
5899,"Elegy VI. Written in a Church-yard in South Wales, 1787. [from Works]","1797",1797,"","","Poetry","Elegy","","w. 1787",""
5900,"To the Evening-Star [from Sketches in verse, with prose illustrations. By Mr. Polwhele. Second edition, with several additional pieces.]","1797",1797,"Printed for T. Cadell, Jun. and W. Davies [etc.]","London","Poetry","Sketch","","2nd edition",""
5901,"The Enquirer. Reflections on Education, Manners, and Literature. In a Series of Essays. by William Godwin.","1797",1797,"Printed for G. G. and J. Robinson","London","Prose","Essay","","",""
5902,"Charles Dacres: or, the voluntary exile. An historical novel, founded on facts. In two volumes, ...","1797",1797,"Printed by John Moir","Edinburgh","Prose Fiction","Historical Novel","<u>Charles Dacres: or, the voluntary exile. An historical novel, founded on facts. In two volumes</u>, ... Vol. 1. Edinburgh, 1797. 2 vols. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group. http://galenet.galegroup.com/servlet/ECCO","",""
5903,"The Poetical Works of Mr. William Collins","1797",1797,"","","Prose","","","",""
5904,"A dictionary of quotations, in most frequent use. Taken from the Greek, Latin, French, Spanish, and Italian languages; translated into English. With illustrations historical and idiomatic","1797",1797,"Printed for G.G. and J. Robinson","London","Dictionary","","Macdonnel, David Evans. <u>A dictionary of quotations, in most frequent use. Taken from the Greek, Latin, French, Spanish, and Italian languages; translated into English. With illustrations historical and idiomatic</u>. London, 1797. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
5905,"The Stranger; or Misanthropy and Repentance: A drama in five acts. Faithfully translated, entire, from the German of Augustus von Kotzebue ... by George Papendick","1798",1798,"Printed for F. Wingrave [etc.]","London","Drama","","","",""
5906,"Don Carlos, Prince Royal of Spain: an historical drama, From the German of Frederick Schiller: by the translators of Fiesco","1798",1798,"Printed for W. Miller [etc.]","London","Drama","Historical Drama","","",""
5907,"Naucratia; or naval dominion. A poem. By Henry James Pye","1798",1798,"Printed by W. Bulmer ... for George Nicol [etc.]","London","Poetry","","","",""
5908,"Lovers' Vows, A play, In five acts. Performing at the Theatre Royal, Covent-Garden. From the German of Kotzebue. By Mrs. Inchbald","1798",1798,"Printed for G. G. and J. Robinson [etc.]","London","Drama","Translation","","first performed: 11 Oct 1798",""
5909,"The Natural Son; a Play, in Five Acts, by Augustus von Kotzebue ... Being the original of Lovers' Vows, now performing, with universal applause, at the Theatre Royal, Covent Garden. Translated from the German by Anne Plumptre ... Who has prefixed a preface, Explaining the Alterations in the Representation; and has also annexed a Life of Kotzebue. Second Edition","1798",1798,"Printed for R. Phillips [etc.]","London","Drama","","","2nd edition",""
5910,"The Natural Son; a Play, in Five Acts, by Augustus von Kotzebue ... Being the original of Lovers' Vows, now performing, with universal applause, at the Theatre Royal, Covent Garden. Translated from the German by Anne Plumptre ... Who has prefixed a preface, Explaining the Alterations in the Representation; and has also annexed a Life of Kotzebue. Second Edition","1798",1798,"Printed for R. Phillips [etc.]","London","","","","2nd edition",""
5911,"Lovers' Vows, or, the Child of Love. A Play, in Five Acts. Translated from the German of Augustus von Kotzebue: with a brief biography of the author, By Stephen Porter","1798",1798,"Printed for J. Parsons","London","Drama","Translation","","",""
5912,"Clavidgo, a tragedy, in five acts, translated from the German of Goethe","1798",1798,"Printed for J. Johnson [etc.]","London","Drama","Tragedy; Translation","","",""
5913,"Count Benyowsky, or the Conspiracy of Kamtschatka. A Tragi-Comedy, in Five Acts, Translated from the German, by the Rev. W. Render","1798",1798,"Printed for the authour, and sold by J. Deighbon, and J. Nicholson; also by W. H. Lunn [etc.]","Cambridge","Drama","Tragi-comedy; Translation","","",""
5914,"Knave; or Not? A comedy, in five acts. As performed at the Theatre Royal, Drury-Lane. By Thomas Holcroft","1798",1798,"Printed for G. G. and J. Robinson [etc.]","London","Drama","Comedy","","first performed: 25 Jan 1798.",""
5915,"Secrets Worth Knowing; a comedy, in five acts. As performed at the Theatre Royal, Covent Garden. By Thomas Morton","1798",1798,"Printed for T. N. Longman [etc.]","London","Drama","Comedy","","first performed: 11 Jan 1798.",""
5916,"Adelinda; A Comedy [from Plays, and Poems; by Miss Hannah Brand]","1798",1798,"Printed by Beatniffe and Payne [etc.]","Norwich","Drama","Comedy; Translation?","","Date first performed: Unknown or unacted.",""
5917,"The pursuits of literature. A satirical poem in four dialogues, with notes. The seventh edition, revised","1798",1798,"Printed for T. Becket [etc.]","London","Poetry","Satire","","7th edition",""
5918,"Frost at Midnight [from Fears in Solitude, Written in 1798 during the Alarms of an Invasion; to which are Added France: An Ode; and Frost at Midnight]","1798",1798,"","","Poetry","","","w. Feb. 1798",""
5919,"New Morality [from The Poetical Works]","1798",1798,"Published by John Wright, for the Anti-Jacobin Review and Magazine","","Poetry","","","w. 1797?",""
5920,"Lines Written at a Small Distance From my House, and Sent by my Little Boy to the Person to Whom They Are Addressed [from Lyrical ballads, with a few other poems]","1798",1798,"","","","","","",""
5921,"Simon Lee, The Old Huntsman, With An Incident in Which He was Concerned [from Lyrical ballads, with a few other poems]","1798",1798,"","","","","","",""
5922,"Lines Written Near Richmond, Upon the Thames, At Evening [from Lyrical ballads, with a few other poems]","1798",1798,"","","","","","","Wu notes it's derived from a 1789 sonnet"
5923,"Expostulation and Reply [from Lyrical ballads, with a few other poems]","1798",1798,"Printed for J. & A. Arch [etc.]","London","Poetry","","","",""
5924,"The expository works, with other remains, (some of which were never before printed), of Robert Leighton, ... In two volumes","1798",1798,"Printed for Bell & Bradfute, J. Dickson, W. Laing, J. Fairbairn, J. Ogle, J. Guthrie, and Arch. Constable: and M. Ogle, Glasgow. And for [6 others in] Lond","London","Prose","","Leighton, Robert. <u>The expository works, with other remains, (some of which were never before printed), of Robert Leighton, ... In two volumes</u>. Vol. 1. Edinburgh, 1798. 2 vols. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group. http://galenet.galegroup.com/servlet/ECCO","",""
5925,"Arthur Mervyn; or, Memoirs of the Year 1793 [First Part]","1799",1799,"Hugh Maxwell","Philadelphia","Prose Fiction","Jacobin","Brown, Charles Brockden. <u>Three Gothic Novels</u>. New York: Library of America,1998.","First part in e.1799, second in 1800.",""
5926,"Sonnet. To Honora Sneyd","1799",1799,"","","Poetry","Sonnet","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","w. April 1773",""
5927,"Sonnet. ","1799",1799,"","","Poetry","Sonnet","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","w. <i>c.</i> 1790",""
5928,"To a Friend on her Marriage, 1784<BR>","1799",1799,"","","Poetry","Occasional","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","w. 1784",""
5929,"The East Indian; a Comedy. Translated from the German of Augustus von Kotzebue, by A. Thomson","1799",1799,"Printed for T. W. Longman [etc.]","London","Drama","Comedy","","",""
5930,"The Botanic Garden, a Poem. In Two Parts. Part I. Containing the Economy of Vegetation, Part II. The Loves of the Plants. With Philosophical Notes. The Fourth Edition.","1799",1799,"Printed for J. Johnson","London","Poetry","Philosophical","","4th edition",""
5931,"Pizarro; A Tragedy, in five acts; As performed at the Theatre Royal in Drury-Lane: Taken from the German drama of Kotzebue; and adapted to the English stage by Richard Brinsley Sheridan","1799",1799,"Printed for James Ridgway [etc.]","London","Drama","Tragedy; Translation","","first performed: 24 May 1799",""
5932,"The Reconciliation: a Comedy, in Five Acts. Now under Representation at the Theatre Royal, Vienna, with unbounded Applause. Translated from the German of Augustus von Kotzebue","1799",1799,"London","Printed for James Ridgeway [etc.]","Drama","Comedy; Translation","","first performed: unknown or unacted",""
5933,"Pizarro; A Tragedy, in Five Acts: differing widely from all other Pizarro's in respect of characters, sentiments, language, incidents, and catastrophe. By a North-Briton","1799",1799,"Printed by J. Roach ... and sold by T. Hurst [etc.]","London","Drama","Tragedy","","",""
5934,"The Virgin of the Sun. A play, in five acts: By Augustus von Kotzebue. Translated from the genuine German edition by Anne Plumptre","1799",1799,"Printed for R. Phillips [etc.]","London","Drama","Translation","","",""
5935,"Sonnet XCIV [from Original sonnets on various subjects; and odes paraphrased from Horace: by Anna Seward]","1799",1799,"Printed for G. Sael","London","Poetry","Sonnet","","",""
5936,"Pizarro in Peru, or the Death of Rolla; being the original of the new tragedy. Now performing at the Theatre-Royal, Drury-Lane. Translated from the last German Edition of Augustus von Kotzebue. With notes, &c. by Thomas Dutton","1799",1799,"Printed for W. West [etc.]","London","Drama","Translation; Tragedy","","",""
5937,"The Noble Lie; a drama, in one act: being a continuation of the play of Misanthropy and Repentance, or The Stranger; now acting with the greatest applause, at the Theatre Royal, Drury-Lane. Translated from the German of Kotzebue, by Maria Geisweiler","1799",1799,"Printed for C. Geisweiler ... G. G. and J. Robinson ... J. Richardson [etc.]","London","Drama","","","",""
5938,"The Spaniards in Peru; or, the Death of Rolla. A Tragedy, in Five Acts: By Augustus von Kotzebue. Translated from the German by Anne Plumptre","1799",1799,"Printed for R Phillips [etc.]","London","Drama","Tragedy","","",""
5939,"Poverty and Nobleness of Mind: a Play. In Three Acts. Translated from the German of August von Kotzebue. By Maria Geisweiler","1799",1799,"Printed for C. Geisweiler [etc.]","London","Drama","","","",""
5940,"The Robbers; A Tragedy: in Five Acts. Translated and altered from the German. As it was Performed at Brandenburgh-House Theatre; M DCC XCVIII. With a Preface, Prologue and Epilogue, written by Her Serene Highness The Margravine of Anspach","1799",1799,"Printed for W. Wigstead ... and M. Hooper [etc.]","London","Drama","Tragedy; Translation","","first performed: 1797?",""
5941,"Sighs; or, The Daughter, a Comedy, in Five Acts: as it is Performed at the Theatre-Royal, Hay-Market. Taken from the German Drama of Kotzebue ... Second Edition","1799",1799,"Printed for Machell Stace ... J. Hatchard [etc.]","London","Drama","Comedy; Translation","","first performed: 30 Jul 1799.",""
5942,"Crambe Repetita: A Second Course of Bubble and Squeak, Or British Beef Gallimaufry'd.","1799",1799,"","London","Poetry","","","",""
5943,"Sonnet LXXV. Subject Continued [from Original sonnets on various subjects; and odes paraphrased from Horace: by Anna Seward]","1799",1799,"Printed for G. Sael","London","Poetry","Sonnet","","",""
5944,"The Robbers: A Tragedy. By Frederick Schiller. Translated from the German by the Rev. W. Render","1799",1799,"Printed by C. Whittingham [etc.]<BR>","Cambridge","Drama","Tragedy; Translation","","",""
5945,"The Hymn to Bhavani [from The Works of Sir William Jones]","1799",1799,"Printed for G. G. and J. Robinson; and R. H. Evans","London","Poetry","Translation? Hymn","Jones, William, Sir. <u>The Works of Sir William Jones. In Six Volumes</u>.  Vol. 6. London, 1799. 6 vols. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
5946,"The Red-Cross Knights. A play, in five acts. As performed at the Theatre-Royal, Hay-Market. Founded on the Robbers of Schiller. By J. G. Holman","1799",1799,"Printed and published by Geo. Cawthorn ... sold also by Messrs. Richardson ... H. D. Symonds [etc.]","London","Drama","Melodrama","","first performed: 21 Aug 1799.",""
5947,"The Wise Man of the East. A play, in five acts, performing at the Theatre Royal, Covent Garden. From the German of Kotzebue. By Mrs. Inchbald","1799",1799,"Printed for G. G. and J. Robinson ... by S. Hamilton [etc.]","London","Drama","","","first performed: 30 Nov 1799.",""
5948,"The Votary of Wealth; a Comedy, in Five Acts. As performed at the Theatre-Royal, Covent-Garden. By J. G. Holman ... Third Edition","1799",1799,"Printed for T. N. Longman and O. Rees [etc.]","London","Drama","Comedy","","3rd edition; first performed: 12 Jan 1799.",""
5949,"Strictures on the Modern System of Female Education","1799",1799,"","","Prose","","More, Hannah. <u>Strictures on the Modern System of Female Education</u>. vol. 2. London: T. Cadell Jun. and W. Davis, Strand, 1800. Online edition: <a href=""http://www.leedstrinity.ac.uk/histcourse/suffrage/document/hannahma.htm"">Link</a>.","",""
5950,"To the Author of the Poem on the Loves of the Plants. [The Botanic Garden, a Poem. In Two Parts. Part I. Containing the Economy of Vegetation, Part II. The Loves of the Plants. With Philosophical Notes. The Fourth Edition.]","1799",1799,"Printed for J. Johnson","London","Poetry","Philosophical","","4th edition",""
5951,"Crambe Repetita: A Second Course of Bubble and Squeak, Or British Beef Gallimaufry'd","1799",1799,"","London","Poetry","","","",""
5952,"The Pleasures of Hope","1799",1799,"Mundell","Edinburgh","Poetry","","","",""
5953,"Sonnet I [from Original sonnets on various subjects; and odes paraphrased from Horace: by Anna Seward]","1799",1799,"Printed for G. Sael","London","Poetry","Sonnet","","",""
5954,"Sonnet XXVI [from Original sonnets on various subjects; and odes paraphrased from Horace: by Anna Seward]","1799",1799,"Printed for G. Sael","London","Poetry","Sonnet","","",""
5955,"Sonnet XXXIX. Winter Evening. [from Original sonnets on various subjects; and odes paraphrased from Horace: by Anna Seward]","1799",1799,"Printed for G. Sael","London","Poetry","Sonnet","","w. Dec. 7th, 1782",""
5956,"The Captive of Spilburg in two acts, as performed at the Theatre Royal, Drury Lane, altered from the favourite French drama called Le Souterrain, with a preface by the Translator. The music by Dussek","1799",1799,"Printed for Machell Stace ... and J. Hatchard [etc.]","London","Drama","Melodrama","","first performed: 14 Nov 1798.",""
5957,"Fancy, An Irregular Ode","1799",1799,"The European Magazinex","London","Poetry","Irregular Ode","","June 1799",""
5958,"Fancy, An Irregular Ode","1799",1799,"The European Magazine","London","Poetry","Irregular Ode","","June 1799",""
5959,"Family Distress; Or, Self Immolation. A Play, in Three Acts, By Augustus von Kotzbue. As it is now performing verbatim from this Translation with universal Applause, at the Theatre Royal, in the Hay Market. Faithfully translated from the German By Henry Neuman","1799",1799,"Printed for R. Phillips","London","Drama","Translation","","first performed: 15 Jun 1799",""
5960,"Arthur Mervyn; or, Memoirs of the Year 1793 [Second Part]","1800",1800,"George Folliot Hopkins","New York","Prose Fiction","Jacobin","Brown, Charles Brockden. <u>Three Gothic Novels</u>. New York: Library of America,1998.","First part in e.1799, second in 1800.",""
5961,"An essay on sculpture: In a series of epistles to John Flaxman, Esq. R. A.: With notes. By William Hayley","1800",1800,"Printed by A. Strahan ... for T. Cadell Jun. and W. Davies [etc.]","London","Poetry","Essay; Epistle","","",""
5962,"Joanna of Montfaucon; a dramatic romance of the fourteenth century: as performed at the Theatre-Royal, Covent-Garden. Formed upon the plan of the German drama of Kotzebue: and adapted to the English stage by Richard Cumberland","1800",1800,"Printed by Luke Hansard ... for Lackington, Allen, & Co. [etc.]","London","Drama","Melodrama; Translation","","first performed: 16 Jan 1800",""
5963,"Shrove Tuesday, A Satiric Rhapsody [from Satires And Biography. By Anthony Pasquin]","1800",1800,"Printed for Sackington & Allen [etc.]","London","Poetry","Satiric Rhapsody","","",""
5964,"A CRYING EPISTLE FROM BRITANNIA TO COLONEL MACK, Including a Naked Portrait of the KING, QUEEN, and PRINCE, With Notes, Political, Philosophical and Personal. [from Satires And Biography. By Anthony Pasquin]","1800",1800,"Printed for Sackington & Allen [etc.]","London","Poetry","Epistle","","",""
5965,"The Favourite Village","1800",1800,"","","Poetry","","","",""
5966,"What a Blunder! A Comic Opera, in Three Acts.","1800",1800,"","","Drama","Comic Opera","","",""
5967,"Ramah Droog: a Comic Opera, in Three Acts. As Performed with Universal Applause at the Theatre-Royal, Covent-Garden. By James Cobb","1800",1800,"Printed by A. Strahan ... for T. N. Longman and O. Rees [etc.]","London","Drama","Comic Opera","","first performed: 12 Nov 1798.",""
5968,"Literary and characteristical lives of John Gregory, M.D. Henry Home, Lord Kames. David Hume, Esq. and Adam Smith, L.L.D. To which are added A dissertation on public spirit; and three essays. By the late William Smellie","1800",1800,"Printed and sold by Alex. Smellie, Bell & Bradfute, J. Dickson, W. Creech, E. Balfour [10 others in Edinburgh, and 4 in London]","Edinburgh","Prose","","Smellie, William. <u>Literary and characteristical lives of John Gregory, M.D. Henry Home, Lord Kames. David Hume, Esq. and Adam Smith, L.L.D. To which are added A dissertation on public spirit; and three essays. By the late William Smellie</u>. Edinburgh, 1800. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
5969,"Lines, Written on Seeing my Husband's Picture, painted when he was young<BR>","1801",1801,"","","Poetry","Occasional","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","w. 1796",""
5970,"Sunday Schools","1801",1801,"","","Poetry","","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","w. 1796",""
5971,"The Vicissitudes Experienced in a Christian Life","1801",1801,"Newport Pagnell","Wakefield","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol II.","1782-3",""
5972,"The Vicissitudes Experienced in a Christian Life","1801",1801,"Newport Pagnell","Wakefield","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol II.","w. 1782-3",""
5973,"Love Increased by Suffering","1801",1801,"Newport Pagnell","Wakefield","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol II.","w. 1782-3",""
5974,"On Friendship","1801",1801,"Bull","Newport Pagnell","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol I.","w. <i>c</i>. 1781, rev. 1782 and 1791",""
5975,"A Letter from Thomas Blacklock to the Author, Respecting Burns","1801",1801,"Rivington [etc.]","London [etc.]","Poetry","","","",""
5976,"Richard the First, A Poem: In Eighteen Books. By Sir James Bland Burges","1801",1801,"Printed by C. Roworth, for T. Egerton [etc.]","London","Poetry","","","",""
5977,"Ode I. Let the Sons of Lucre Pine [from The poems of George Huddesford ... now first collected. Including Salmagundi, Topsy-Turvy, Bubble and Squeak, and Crambe Repetita. With corrections, and original additions]","1801",1801,"Printed for J. Wright ... By W. Bulmer and Co. [etc.]","London","Poetry","Ode","","",""
5978,"Alfred; An Epic Poem, in Six Books. By Henry James Pye","1801",1801,"Printed by W. Bulmer and Co. ... and sold by J. Wright [etc.]","London","Poetry","Epic","","",""
5979,"Lovers' Vows; or, The Natural Son. A drama, in five acts. Translated from the German of Augustus von Kotzebue [from The German Theatre, Translated by Benjamin Thompson ... In Six Volumes. Dedicated, by Permission, to Her Grace The Duchess of Devonshire]","1801",1801,"Printed by J. Wright ... for Vernor and Hood [etc.]","London","","","","",""
5980,"Paul and Virginia: A musical drama, in two acts. As performed at the Theatres Royal, London and Dublin, with universal applause","1801",1801,"Printed by Thomas Burnside [etc.]","Dublin","Drama","Musical Drama","","",""
5981,"The poor; or, bread. A poem. With notes And illustrations. By Mr. Pratt ... second edition","1802",1802,"Printed for Messrs. Longman and Rees ... and T. Becket ... By W. Dyde [etc.]","London","Poetry","","","2nd edition",""
5982,"Verse Sent to the Corps of Wantage Volunteer Cavalry on Their Offering Their Services in Any Part of the Kingdom During the Alarm of an Invasion [from Verses on several subjects, written in the vicinity of Stoke Park, in the summer and autumn of 1801. By Henry James Pye]","1802",1802,"Printed for Cobbett and Morgan [etc.]","London","Poetry","","","",""
5983,"Written in a Seat at Stoke Park, Near the Vicarage-House, Then Inhabited by the Author, and Commanding a Distant View of Windosr Castle. [from Verses on several subjects, written in the vicinity of Stoke Park, in the summer and autumn of 1801. By Henry James Pye]","1802",1802,"Printed for Cobbett and Morgan [etc.]","London","Poetry","","","",""
5984,"The Pleasures of Melancholy [from Works]","1802",1802,"","","Poetry","","","",""
5985,"Folly As It Flies: a comedy, in five acts. As performed at the Theatre-Royal, Covent-Garden. By Frederick Reynolds","1802",1802,"Printed by A. Strahan ... For T. N. Longman and O. Rees [etc.]","London","Drama","Comedy","","",""
5986,"Letter to Thomas Butts","1802",1802,"","","","","","nov. 22, 1802",""
5987,"A Poetical Epistle to Lady Austen, Dec. 17, 1781","1803",1803,"Hayley","London","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol I.","",""
5988,"Song. Also Written at the Request of Lady Austen","1803",1803,"Hayley","London","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol II.","",""
5989,"The Salad. By Virgil","1803",1803,"Hayley","London","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol III.","w. June 1799",""
5990,"Nature Unimpaired by Time","1803",1803,"Hayley","London","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol III.","w. 1791-2, rev. 1798",""
5991,"Of the Platonic Idea as it was Understood by Aristotle","1803",1803,"Hayley","London","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol III.","w. 1791-2, rev. 1798",""
5992,"To His Father","1803",1803,"Hayley","London","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol III.","w. 1791-2, rev. 1798",""
5993,"To Giovanni Battista Manso, Marquis of Villa","1803",1803,"Hayley","London","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol III.","w. 1791-2, rev. 1798",""
5994,"On the Death of Damon","1803",1803,"Hayley","London","Poetry","","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol III.","w. 1791-2, rev. 1798",""
5995,"Sonnet III. To Charles Deodati","1803",1803,"Hayley","London","Poetry","Sonnet","Cowper, William. <u>The Poems of William Cowper</u>. 3 vols. Ed. John D. Baird and Charles Ryskamp. Oxford: Oxford UP: 1980. Vol III.","w. 1791-2, rev. 1798",""
5996,"A Dialogue Between a Member of Parliament and his Servant, In Imitation of the Seventh Satire of the Second Book of Horace [from The Works of Richard Owen Cambridge. Including several pieces never before published: with an account of his life and character, by his son, George Owen Cambridge]","1803",1803,"Printed by Luke Hansard ... and sold by T. Cadell and W. Davies ... and T. Payne [etc.]","London","Poetry","Translation","","",""
